"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"55","Wednesday, November 23, 2011 at 10:42am","4 people like this","At least 1 comment","1 share","R bloggers","A good point made by David Smith regarding big data and R:http://www.r-bloggers.com/why-we-need-to-deal-with-big-data-in-r/","http://www.r-bloggers.com/why-we-need-to-deal-with-big-data-in-r/","Responding
 to the birth rates analysis in the post earlier this week on big-data 
analysis with Revolution R Enterprise, Luis Apiolaza asks at the Quantum
 Forests blog, do we really need to deal with big data in R? My basic 
question is why would I want to deal with all those 100 million records 
direc...","Ym Guo Excellent!Wednesday, November 23, 2011 at 11:10am · LikeUnlikeReplySebastian Cl very greatWednesday, November 23, 2011 at 1:45pm · LikeUnlikeReply","http://www.r-bloggers.com/why-we-need-to-deal-with-big-data-in-r/","Why we need to deal with big data in R","November 22, 2011","David Smith"," Revolutions","http://blog.revolutionanalytics.com/2011/11/why-we-need-to-deal-with-big-data-in-r.html","Big Data, R, statistics"
"56","Monday, November 21, 2011 at 10:02pm","0","At least 1 comment","0","Claudia Polo","Hi,
 Does anyone knows how to create in R ""count if greater than zero"" ? I 
have several values in several columns, and I want to know for each 
column, how many    values are greater than zero. Thank you.",NA,NA,"R bloggers if the data is in an object called X. you can use: apply(X, 2, function(cc) {sum(cc>0)})Monday, November 21, 2011 at 10:06pm · LikeUnlikeReplyClaudia Polo Thank you a lot.Monday, November 21, 2011 at 10:27pm · LikeUnlike ·  1Reply",NA,NA,NA,NA,NA,NA,NA
"57","Monday, November 21, 2011 at 1:06pm","0","0","0","R bloggers","http://www.r-bloggers.com/indexing-nested-lists/","http://www.r-bloggers.com/indexing-nested-lists/","I’ve
 long searched for a somewhat efficient approach to indexing nested 
lists and/or environments and here’s my best solution so far. For me, 
being able to compute such an index is the crucial part in order to 
actually manage such nested structures (which are very helpful in a lot 
of scenarios where...","","http://www.r-bloggers.com/indexing-nested-lists/","Indexing Nested Lists","November 20, 2011","songpants"," [R]appster","http://rappster.wordpress.com/2011/11/20/indexing-nested-lists/","indexing, lists, nested, R"
"58","Monday, November 21, 2011 at 7:25am","3 people like this","0","0","R bloggers","http://www.r-bloggers.com/popular-baby-names-walk-through-part-1-web-scrapping-and-ggploting/","http://www.r-bloggers.com/popular-baby-names-walk-through-part-1-web-scrapping-and-ggploting/","This
 is the first walk-through I have posted. Reading these types of posts 
has been incredibly helpful as I have been learning R and other useful 
tools in the Unix universe. Hopefully you find it helpful. First, I have
 been watching Google Python Video...","","http://www.r-bloggers.com/popular-baby-names-walk-through-part-1-web-scrapping-and-ggploting/","Popular Baby Names Walk-Through Part 1 – Web Scrapping and ggploting","November 20, 2011","Command-Line Worldview"," Command-Line Worldview","http://notebookonthewebs.tumblr.com/post/13084979335","ggplot, Python, R"
"59","Monday, November 21, 2011 at 7:09am","6 people like this","At least 1 comment","0","R bloggers","An online, interactive, presentation - about interactive visualization in R, cool:http://www.r-bloggers.com/interactive-presentations-with-deck-js/","http://www.r-bloggers.com/interactive-presentations-with-deck-js/","Data
 analysis is often an iterative and interactive process. However, when I
 present about this subject, I feel often limited by the presentation 
software I use. It doesn't matter if I use LaTeX/PDF, PowerPoint or 
Keynote. In all cases it is either ver...","Sumit Bardhan Thanks for sharing !Monday, November 21, 2011 at 8:44am · LikeUnlikeReply","http://www.r-bloggers.com/interactive-presentations-with-deck-js/","Interactive presentations with deck.js","November 20, 2011","mages"," mages' blog","http://lamages.blogspot.com/2011/11/interactive-presentations.html","deck.js, googleVis, interactive, presentation, R"
"60","Sunday, November 20, 2011 at 7:12pm","0","0","0","CloudStat","‎CloudStat in R bloggers : Learn & Do R Programming on the Cloudhttp://www.r-bloggers.com/cloudstat-learn-do-r-language-on-the-cloud/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Sunday, November 20, 2011 at 11:37am","0","0","0","Evangelia Lam","f(x)
 = (x1 + 10x2)^2 + 5(x3 − x4)^2 + (x2 − 2x3)^4 + (x1-x4)^4   can 
anyonone help me   on how to plot the function i m tottally lost ..thanx
 in advance                   ",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"62","Saturday, November 19, 2011 at 4:24pm","0","0","0","Luis Ospina","Hi,
 anyone knows if there is an app of R for android phones??, I really 
need R always!. Or maybe how could I install it in a xperia mini pro?.  Thanks",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"63","Friday, November 18, 2011 at 8:50pm","9 people like this","0","0","R bloggers","http://www.r-bloggers.com/htmltotext-extracting-text-from-html-via-xpath/","http://www.r-bloggers.com/htmltotext-extracting-text-from-html-via-xpath/","Converting
 HTML to plain text usually involves stripping out the HTML tags whilst 
preserving the most basic of formatting. I wrote a function to do this 
which works as follows (code can be found on github): The above uses an 
XPath approach to achieve it’s goal. Another approach would be to use a 
reg...","","http://www.r-bloggers.com/htmltotext-extracting-text-from-html-via-xpath/","htmlToText(): Extracting Text from HTML via XPath","November 18, 2011","Tony Breyal"," Consistently Infrequent Â» R","http://tonybreyal.wordpress.com/2011/11/18/htmltotext-extracting-text-from-html-via-xpath/","R, RCurl, regex, rstats, web scraping, XML, XPath"
"64","Monday, November 14, 2011 at 7:23am","2 people like this","0","0","R bloggers","The latest R-buz with google-scholar is summarized - and inherent problems are given:http://www.r-bloggers.com/google-scholar-still-sucks/","http://www.r-bloggers.com/google-scholar-still-sucks/","‎(This
 is a follow-up to my previous post on the topic.)I was encouraged by 
the appearance of two R-based Scholar-scrapers, within a week of each 
other. One, by Kay Cichini, converts the page URLs into text mode and 
scrapes from there (There's a slightl...","","http://www.r-bloggers.com/google-scholar-still-sucks/","Google Scholar (still) sucks","November 13, 2011","bbolker"," BMB's commonplace","http://bmb-common.blogspot.com/2011/11/google-scholar-still-sucks.html","bibliometry, R"
"65","Sunday, November 13, 2011 at 7:59am","0","At least 1 comment","0","Prasojo Bayu","hello everyone, i'm new user of R. i have problem, whether if i input command fm2<-lm(lsalary~lsales+lmktval+ceoten,data=data1),  there always be Error in eval(expr, envir, enclos) : object 'lsalary' not found i had uninstall my R for 5 times! and it still appeared. :( need some advices and suggestion then :). thanks before!",NA,NA,"Cécile Sauder R tells you that the object 'lsalary' is not found, so you uninstall R oO  It's obvious it's not going to change anything for your error ! Your data.frame ""data1"" must have columns named ""lsalary"", ""lsales"", ""lmktval"" and ""ceoten"". If not the error cames from here.Monday, November 21, 2011 at 1:28pm · LikeUnlikeReplyCécile Sauder fm2<-lm(lsalary~lsales+lmktval+ceoten,data=data1) can be also writen :  fm2<-lm(data1$lsalary~data1$lsales+data1$lmktval+data1$ceoten) try if it worksbetter...Monday, November 21, 2011 at 1:29pm · LikeUnlike ·  1ReplyPrasojo Bayu thank
 you ms. sauder. last week i almost hadn't sleep at all :D. finally i 
found the mistaken system of ms office. which is, the comma numeratic 
system should change through the control panel. after we fixed that, the
 R going smooth thoroughly. i hope other user wouldnt meet this 
problems. :) best regards from japan! you re such a kind person whose 
willing to share your knowledge with others.Monday, November 21, 2011 at 1:34pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"66","Saturday, November 12, 2011 at 10:25am","12 people like this","0","0","R bloggers","Visualizing Likert Items using a colored table and ggplot2 - lovely...http://www.r-bloggers.com/visualizing-likert-items/","http://www.r-bloggers.com/visualizing-likert-items/","I
 have become quite a big fan of graphics that combine the features of 
traditional figures (e.g. bar charts, histograms, etc.) with tables. 
That is, the combination of numerical results with a visual 
representation has been quite useful for exploring descriptive 
statistics. I have wrapped two of my ...","","http://www.r-bloggers.com/visualizing-likert-items/","Visualizing Likert Items","November 11, 2011","Jason"," Jason Bryer Â» R","http://bryer.org/2011/visualizing-likert-items","R"
"67","Friday, November 11, 2011 at 9:14pm","0","0","0","Susanita G. Rodríguez","Hi!!! I want to use the function glht for interactions in Cox models, help please.",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"68","Friday, November 11, 2011 at 5:20pm","0","0","0","Geraldo Afonso Carvalho Júnior","Hi guys! I want to hatch one area overlapping under two density curves. Can anybody help me? any simple example it pleased  Thanks!",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"69","Thursday, November 10, 2011 at 6:26pm","6 people like this","At least 1 comment","0","R bloggers","http://www.r-bloggers.com/expected-salary-by-major/","http://www.r-bloggers.com/expected-salary-by-major/","In
 this recent editorial about the Occupy Wall Street movement, Richard 
Kim profiles a protestor that despite having a master’s degree can’t 
find a job. This particular protestor quit his job as a school teacher 
three years ago and took out a $...","Eric Jennings In the code for this you used <...as.numeric(gsub(""\\$|,"","""",x))>
 to coerce the string into a numeric and remove the back-slashes and 
dollar-signs. --I recently tried <as.numeric(gsub(""$,"","""",x)>
 on a table I was working with of about the dame size as yours, but my 
dollar VALUES were truncated as well as de-$ and de-, Please post some 
material on gsub & grep.Saturday, November 12, 2011 at 7:41am · LikeUnlikeReplyEric Jennings ‎""same"" sizeSaturday, November 12, 2011 at 7:42am · LikeUnlikeReply","http://www.r-bloggers.com/expected-salary-by-major/","Expected Salary by Major","November 10, 2011","rafalab"," Simply Statistics","http://simplystatistics.tumblr.com/post/12599452125","Advice, R"
"70","Thursday, November 10, 2011 at 3:06pm","12 people like this","0","0","R bloggers","Constructing a binary tree diagram in R - for describing a Bernoulli process http://www.r-bloggers.com/diagram-for-a-bernoulli-process-using-r/","http://www.r-bloggers.com/diagram-for-a-bernoulli-process-using-r/","A
 Bernoulli process is a sequence of Bernoulli trials (the realization of
 n binary random variables), taking two values (0/1, Heads/Tails, 
Boy/Girl, etc…). It is often used in teaching introductory 
probability/statistics classes about the binomial distribution. When 
visualizing a Bernoulli process, ...","","http://www.r-bloggers.com/diagram-for-a-bernoulli-process-using-r/","Diagram for a Bernoulli process (using R)","November 10, 2011","Tal Galili"," R-statistics blog Â» R","http://www.r-statistics.com/2011/11/diagram-for-a-bernoulli-process-using-r/","Bernoulli process, Binomial distribution, distribution, R, statistical distribution, statistics, visualization"
"71","Thursday, November 10, 2011 at 7:15am","8 people like this","View all 5 comments","0","R bloggers","Nice infographic, sad topic:http://www.r-bloggers.com/japan-quake-map/","http://www.r-bloggers.com/japan-quake-map/","Japan Quake Map with R, ggplot2, and FFmpeg   1 Introduction As a follow-up to ‘Analysis of Japanes [...]","Hiroyasu Ishimaru R bloggers - Thank you for acccepting my posting and your comment.Thursday, November 10, 2011 at 1:56pm · LikeUnlikeReplyR bloggers Dear Hiroyasu - thank YOU for your contribution.  Best wishes, TalThursday, November 10, 2011 at 2:04pm · LikeUnlike ·  1Reply","http://www.r-bloggers.com/japan-quake-map/","Japan Quake Map","November 10, 2011","H.Ishimaru"," Knowledge Discovery Â» R","http://www.knowledgediscovery.jp/japanquakemap1/","Data Analysis, earthquake, FFmpeg, ggplot2, iAnalysis, Japan Quake Map, R"
"72","Tuesday, November 8, 2011 at 9:12pm","7 people like this","At least 1 comment","0","R bloggers","http://www.r-bloggers.com/web-scraping-google-scholar-partial-success/","http://www.r-bloggers.com/web-scraping-google-scholar-partial-success/","I
 wanted to scrape the information returned by a Google Scholar web 
search into an R data frame as a quick XPath exercise. The following 
will successfully extract  the ‘title’, ‘url’ , ‘publication’ and 
‘description’.  If any of these fields are not available, as in the case
 of a citation, the corre...","Parag Patil a good blog .. need to try out the codeWednesday, November 9, 2011 at 1:42am · LikeUnlikeReplyDave Garbutt Abstract still needs polishing :-) (after scraping content?)Wednesday, November 9, 2011 at 7:41am · LikeUnlike ·  1Reply","http://www.r-bloggers.com/web-scraping-google-scholar-partial-success/","Web Scraping Google Scholar (Partial Success)","November 8, 2011","Tony Breyal"," Consistently Infrequent Â» R","http://tonybreyal.wordpress.com/2011/11/08/web-scraping-google-scholar-partial-success/","google scholar, R, rstats, web scraping, XML, XPath"
"73","Sunday, November 6, 2011 at 4:44pm","11 people like this","0","0","R bloggers","Colour wheels for quickly finding nearby colors for a graph (very nice!)http://www.r-bloggers.com/more-colour-wheels/","http://www.r-bloggers.com/more-colour-wheels/","In
 response to my post about colour wheels, I received a suggested 
enhancement from Drew. The idea is to first match colours based on the 
text provided and then add nearby colours. This can be done by ordering 
colours in terms of hue, saturation, and value. The result is a 
significant improvement an...","","http://www.r-bloggers.com/more-colour-wheels/","More colour wheels","November 5, 2011","Stubborn Mule"," Stubborn Mule Â» R","http://www.stubbornmule.net/2011/11/more-colour-wheels/","mathematics, R"
"74","Sunday, November 6, 2011 at 8:43am","8 people like this","0","1 share","R bloggers","The first R bloggers to dare and combine R with cats.  I was wondering how long it might take until someone would do it:http://www.r-bloggers.com/the-joy-of-r-a-feline-guide/","http://www.r-bloggers.com/the-joy-of-r-a-feline-guide/","Just because it’s caturday Images by Mario Pineda-Krch (CC BY-NC-SA 3.0) This is from the “Mario’s Entangled Bank” blog ( http://pineda-krch.com/ ) of Mario Pineda-Krch, a theoretical biologist at the University of Alberta. Filed under: cats, computing, humour, R, Sweave","","http://www.r-bloggers.com/the-joy-of-r-a-feline-guide/","The Joy of R: A Feline Guide","November 5, 2011","Mario Pineda-Krch"," Mario's Entangled Bank Â» R","http://pineda-krch.com/2011/11/05/the-joy-of-r-a-feline-guide/","cats, computing, humour, R, sweave"
"75","Saturday, November 5, 2011 at 3:21pm","2 people like this","0","0","R bloggers","http://www.r-bloggers.com/data-referenced-journalism-and-the-media-%E2%80%93-still-a-long-way-to-go-yet/","http://www.r-bloggers.com/data-referenced-journalism-and-the-media-%E2%80%93-still-a-long-way-to-go-yet/","Reading
 our local weekly press this evening (the Isle of Wight County Press), I
 noticed a page 5 headline declaring “Alarm over death rates at St 
Mary’s”, St Mary’s being the local general hospital. It seems a 
Department of Health report on hospital mortality rates came out earlier
 this week, and th...","","http://www.r-bloggers.com/data-referenced-journalism-and-the-media-%E2%80%93-still-a-long-way-to-go-yet/","Data Referenced Journalism and the Media â Still a Long Way to Go Yet?","November 4, 2011","Tony Hirst"," OUseful.Info, the blog... Â» Rstats","http://blog.ouseful.info/2011/11/05/data-referenced-journalism-and-the-media-still-a-long-way-to-go-yet/","data journalism, datajourn, ddj, onlinejournalismblog, rstats"
"76","Saturday, November 5, 2011 at 1:25pm","0","0","0","Antonio Irpino","Anyone
 knows how to solve a generalized eigenvalue decomposition problem with 
R? i.e. there is a package that mimic the lapack DGGES or DGGEV 
function?",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"77","Thursday, November 3, 2011 at 12:09pm","21 people like this","At least 1 comment","1 share","R bloggers","I enjoy seeing how O'reilly seems to like R:http://www.r-bloggers.com/the-next-generation-of-parallel-r/","http://www.r-bloggers.com/the-next-generation-of-parallel-r/","In
 view of open-source parallel computing with R this week presents a big 
step to the future. R 2.14.0 was released at October 31th, 2011. Now, R 
base ships with a parallel computing package called “parallel”.  
library(parallel) It combines advantages of the packages multicore and 
snow and it contai...","Marc Jekel just great, I was waiting for something like this!Thursday, November 3, 2011 at 12:37pm · LikeUnlike ·  1Reply","http://www.r-bloggers.com/the-next-generation-of-parallel-r/","The next generation of parallel R","November 2, 2011","Markus (cloudnumbers.com)"," cloudnumbers.com Â» R-project","http://cloudnumbers.com/the-next-generation-of-parallel-r","high-performance computing, r-project"
"78","Wednesday, November 2, 2011 at 9:31pm","9 people like this","0","0","R bloggers","Lovely direction, nice implementation:http://www.r-bloggers.com/visually-examine-google-scholar-search-result-with-r-wordcloud/","http://www.r-bloggers.com/visually-examine-google-scholar-search-result-with-r-wordcloud/","‎...When
 reading Scott Chemberlains last post about web-scraping I felt it was 
time to pick up and complete an idea that I was brooding over for some 
time now:When a scientist aims out for a new project the first thing to 
do is to evaluate if other peop...","","http://www.r-bloggers.com/visually-examine-google-scholar-search-result-with-r-wordcloud/",NA,NA,NA,NA,NA,NA
"79","Monday, October 31, 2011 at 11:39pm","7 people like this","View all 4 comments","0","R bloggers","Video - Nomograms for visualising relationships between three variables (useR! 2011 – invited talk by Jonathan Rougier)http://www.r-bloggers.com/user-2011-%E2%80%93-jonathan-rougier-nomograms-for-visualising-relationships-between-three-variables/","http://www.r-bloggers.com/user-2011-%E2%80%93-jonathan-rougier-nomograms-for-visualising-relationships-between-three-variables/","useR2011 – Rougier   View more presentations from rusersla","Eshetu Janka thanks good slides belowTuesday, November 1, 2011 at 2:45pm · LikeUnlikeReplyMick Wu Oops, it seems to be an ipad and/or facebook app issue. This is great!Tuesday, November 1, 2011 at 4:40pm · LikeUnlikeReply","http://www.r-bloggers.com/user-2011-%E2%80%93-jonathan-rougier-nomograms-for-visualising-relationships-between-three-variables/","useR! 2011 â Jonathan Rougier: Nomograms for visualising relationships between three variables","October 31, 2011","Szilard"," R User Groups","http://feedproxy.google.com/~r/RUserGroups/~3/oys_g2vJqHM/","useR conference"
"80","Monday, October 31, 2011 at 11:28am","0","0","0","Göran Granath","What I found in the reference manual for the package ""pedantics"": pedantics: Functions to facilitate power and sensitivity analyses for genetic studies of natrual popualtions.",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"81","Sunday, October 30, 2011 at 6:17pm","7 people like this","0","0","R bloggers","A video recording of the lightning talk I gave at useR2011http://www.r-bloggers.com/the-present-and-future-of-the-r-blogosphere-7-minute-video-from-user2011/","http://www.r-bloggers.com/the-present-and-future-of-the-r-blogosphere-7-minute-video-from-user2011/","This
 is (roughly) the lightning talk I gave in useR2011. If you are a reader
 of R-bloggers.com then this talk is not likely to tell you anything 
new. However, if you have a friend, college or student who is a new 
useRs of R, this talk will offer him a decent introduction to what the R
 [...]","","http://www.r-bloggers.com/the-present-and-future-of-the-r-blogosphere-7-minute-video-from-user2011/","The present and future of the R blogosphere (~7 minute video from useR2011)","October 30, 2011","Tal Galili"," R-statistics blog Â» R","http://www.r-statistics.com/2011/10/the-present-and-future-of-the-r-blogosphere-a-7-minute-lightning-talk-from-user2011/","Blogs, R, R and the web, R bloggers, R blogs, R community, the future of R, the R blogosphere, useR, useR 2011, wordpress, WordPress.com"
"82","Friday, October 28, 2011 at 9:36am","23 people like this","0","2 shares","R bloggers","Creating an R package, using developer/productivity tools -  Video (integrated slides+demo+audio) is embeddedhttp://www.r-bloggers.com/creating-an-r-package-using-developerproductivity-tools/","http://www.r-bloggers.com/creating-an-r-package-using-developerproductivity-tools/","Couple
 of R programming (mainly infrastructure/workflow) related topics 
discussed at the Los Angeles R users group in a tutorial/demo-like form 
(targeted mainly to beginners) by Szilard Pafka and Jeroen Ooms: how 
easy it is to create a simple package for … Continue reading →","","http://www.r-bloggers.com/creating-an-r-package-using-developerproductivity-tools/","Creating an R package, using developer/productivity tools","October 27, 2011","Szilard"," R User Groups","http://feedproxy.google.com/~r/RUserGroups/~3/qSmOgGFyvzo/","devtools, Eclipse.StatET, Git, ide, jeroen ooms, programming, R package, roxygen, RStudio, RUG Los Angeles, Szilard.Pafka, testing, testthat, tutorial, version control, workflow"
"83","Thursday, October 27, 2011 at 11:21pm","16 people like this","0","2 shares","R bloggers","A new release for RStudio, and some planned future featureshttp://www.r-bloggers.com/rstudio-update/","http://www.r-bloggers.com/rstudio-update/","With
 R 2.14 slated to be released next week we wanted to encourage everyone 
planning to upgrade to also update to the latest release of RStudio 
(v0.94.110). For R 2.14 users this release includes tweaks related to 
compatibility with the R 2.14 graphics engine as well as compatibility 
with the new pa...","","http://www.r-bloggers.com/rstudio-update/","RStudio Update","October 27, 2011","jjallaire"," RStudio Blog","http://blog.rstudio.org/2011/10/27/rstudio-update/","News"
"84","Wednesday, October 26, 2011 at 3:16pm","0","At least 1 comment","0","Mukul Pal","http://orpheus.asia/2011/10/26/the-intermarket-jiseki-cycles/",NA,NA,"Mukul Pal We converted one of R plots to display intermarket cycles. R rocks.Wednesday, October 26, 2011 at 3:17pm · LikeUnlikeReplyMukul Pal http://www.investopedia.com/terms/i/intermarketanalysis.asp#axzz1bthb6zXOWednesday, October 26, 2011 at 3:17pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"85","Wednesday, October 26, 2011 at 12:46pm","10 people like this","At least 1 comment","0","R bloggers","A post about the latest features in R-bloggers.com - I will be happy for any feedback.http://www.r-bloggers.com/new-features-in-r-bloggers-com/","http://www.r-bloggers.com/new-features-in-r-bloggers-com/","","Rafał Wiśniewski chat is great ideaWednesday, October 26, 2011 at 1:28pm · LikeUnlikeReplyR bloggers Thanks RafalWednesday, October 26, 2011 at 5:51pm · LikeUnlikeReply","http://www.r-bloggers.com/new-features-in-r-bloggers-com/","New features in R-bloggers.com","October 26, 2011","Tal Galili",NA,NA,NA
"86","Tuesday, October 25, 2011 at 10:57pm","15 people like this","View all 4 comments","1 share","R bloggers","I enjoy using this package for reading and writing xlsx files in R.  I am glad they keep updating it:http://www.r-bloggers.com/xlconnect-0-1-7/","http://www.r-bloggers.com/xlconnect-0-1-7/","Mirai Solutions GmbH (http://www.mirai-solutions.com/)
 is pleased to announce the availability of XLConnect 0.1-7. This 
release includes a number of improvements and new features: Performance 
improvements when writing large xlsx files New workbook data extraction 
& replacement operators [, [<-, [[, …","1 share1 shareNorbert Köhler I've been using the ""xlsx"" package so far. Works pretty good.Wednesday, October 26, 2011 at 9:58am · LikeUnlike ·  2ReplyR bloggers Ben, Kyung - You are welcome :) Norbert - interesting, I don't remember trying it out.  I might do it then...Wednesday, October 26, 2011 at 10:27am · LikeUnlikeReply","http://www.r-bloggers.com/xlconnect-0-1-7/","XLConnect 0.1-7","October 24, 2011","Mirai Solutions"," Mirai Solutions Â» R","http://miraisolutions.wordpress.com/2011/10/24/xlconnect-0-1-7/","R, XLConnect"
"87","Monday, October 24, 2011 at 4:47pm","10 people like this","0","0","R bloggers","A nice point about an interesting issue...http://www.r-bloggers.com/normality-tests-don%E2%80%99t-do-what-you-think-they-do/","http://www.r-bloggers.com/normality-tests-don%E2%80%99t-do-what-you-think-they-do/","Last
 week a question came up on Stack Overflow about determining whether a 
variable is distributed normally. Some of the answers reminded me of a 
common and pervasive misconception about how to apply tests against 
normality. I felt the topic was general enough to reproduce my comments 
here (with min...","","http://www.r-bloggers.com/normality-tests-don%E2%80%99t-do-what-you-think-they-do/","Normality tests donât do what you think they do","October 23, 2011","Ian"," Fells Stats Â» R","http://blog.fellstat.com/?p=61","R, Uncategorized"
"88","Monday, October 24, 2011 at 4:45pm","0","At least 1 comment","0","Babak Naimi","http://r-gis.net/?q=ModisDownload","http://r-gis.net/?q=ModisDownload","MODIS
 instruments including two satellites (Terra and Aqua) are viewing the 
entire earth surface every 1 to 2 days, acquiring 36 spectral bands. 
These data provide insight on global processes occurring on the land, 
ocean and atmosphere. The images ranging in wavelength from 0.4 µm to 
14.4 µm, at spa...","R bloggers Why don't you just start a blog on wordpress.com and add it to R-bloggers?Monday, October 24, 2011 at 4:48pm · LikeUnlikeReplyBabak Naimi I've not tried starting a blog yet! but I give it a try. Thanks :)Monday, October 24, 2011 at 5:31pm · LikeUnlikeReplyR bloggers You're welcome - I see you've added your site - however, it will not be added (since it is not a blog...)Monday, October 24, 2011 at 8:21pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"89","Monday, October 24, 2011 at 3:07pm","23 people like this","0","1 share","R bloggers","Beautiful mapping of opinion data:http://www.r-bloggers.com/isarithmic-maps-of-public-opinion-data/","http://www.r-bloggers.com/isarithmic-maps-of-public-opinion-data/","As
 a follow-up to my isarithmic maps of county electoral data, I have 
attempted to experiment with extending the technique in two ways. First,
 where the electoral maps are based on data aggregated to the county 
level, I have sought to generalize the method to accept individual 
responses for which on...","","http://www.r-bloggers.com/isarithmic-maps-of-public-opinion-data/","Isarithmic Maps of Public Opinion Data","October 24, 2011","d sparks"," David B. Sparks Â» r","http://dsparks.wordpress.com/2011/10/24/isarithmic-maps-of-public-opinion-data/","Geography, Methods, public opinion, R, visualization"
"90","Friday, October 21, 2011 at 6:24pm","25 people like this","0","3 shares","R bloggers","Scatterplot-binning for plotting hundreds of millions of points (using ggplot2)http://www.r-bloggers.com/ggplot2-for-big-data/","http://www.r-bloggers.com/ggplot2-for-big-data/","‎(Hadley
 Wickham, author of ggplot2 and several other R packages, guest blogs 
today about forthcoming big-data improvements to his R graphics package 
-- ed.) Hi! I'm Hadley Wickham and I'm guest posting on the Revolutions 
blog to give you a taste of some of the visualisation work that my 
research tea...","","http://www.r-bloggers.com/ggplot2-for-big-data/","ggplot2 for big data","October 21, 2011","David Smith"," Revolutions","http://blog.revolutionanalytics.com/2011/10/ggplot2-for-big-data.html","graphics, packages, R, REvolution"
"91","Friday, October 21, 2011 at 3:25pm","13 people like this","At least 1 comment","1 share","R bloggers","A new course for R users, by statistics.com, about support vector machines:http://www.r-bloggers.com/support-vector-machines-in-r-a-course-by-lutz-hamel/","http://www.r-bloggers.com/support-vector-machines-in-r-a-course-by-lutz-hamel/","","Muhammad Irfan Malik thanksSaturday, October 22, 2011 at 5:08pm · LikeUnlikeReply","http://www.r-bloggers.com/support-vector-machines-in-r-a-course-by-lutz-hamel/","Support Vector Machines in R (a course by Lutz Hamel)","October 19, 2011","Tal Galili",NA,NA,"online courses, statistics.com, svm"
"92","Tuesday, October 11, 2011 at 11:56am","0","At least 1 comment","0","Sagar Kashid","does R have 'goto' like functionality? ",NA,NA,"R bloggers ask here:Tuesday, October 11, 2011 at 12:00pm · LikeUnlikeReplyR bloggers http://stackoverflow.com/Tuesday, October 11, 2011 at 12:00pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"93","Sunday, October 9, 2011 at 12:20pm","3 people like this","At least 1 comment","0","Mukul Pal","Though
 gamma distribution has been illustrated in time durations, this paper 
lays down a base for Time Topology from philosophical, historical and 
statistical perspective. This opens up a bigger Cartesian debate that 
how can both Y axis and X axis (assuming 2 D Topology) have patterns. 
Pattern on Y axis is bound to conflict with the pattern on the X axis. 
Moreover, the symmetry overlap in natural systems is so conspicuous, 
that the hidden mysterious force or law of nature seems to be time. The 
Maple leaf symmetry cannot be both in x axis common time and y axis 
natural systems. Assuming this is true, Plato’s view of Time would 
prevail on Aristotle’s view of time. Time Topology would also stand to 
strengthen the subject of intertemporal choices in the future evolution 
of society. Time Topology at a 2D level is a head and shoulder pattern, 
which is mirrored by every natural system. Time Topology could also be 
the reason for overwhelming exponentiality around us. And why it’s 
really not a surprise that the universe is accelerating (Nobel Prize 
2011), because accelerating time creates accelerating space 
(accelerating entropy).","http://www.r-bloggers.com/fractals-in-r/","Atte
 Tenkanen had a blog on fractals using R for a time. Much of his source 
code is still available online.  To produce his version of the 
Mandelbrot set:source('http://users.utu.fi/attenka/mandelbrot_set.R')Fractals (such...","Mukul Pal http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1893791Sunday, October 9, 2011 at 12:21pm · LikeUnlikeReply","http://www.r-bloggers.com/fractals-in-r/","Fractals in R","August 27, 2010","C"," R-Chart","http://www.r-chart.com/2010/08/fractals-in-r.html","fractals, ggplot2"
"94","Tuesday, September 27, 2011 at 9:15pm","0","0","0","Tom Arabia","at first thought he meant ""republican."" thankfully he didn't. too bad he is enough republican on his own.http://www.r-bloggers.com/obama-recruiting-analysts-and-r-is-one-preferred-skill/",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
